movieId,title,genres,genres_clean,content_features,sentiment_score,sentiment_label
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,Adventure Children Comedy Musical,Muppet Treasure Island (1996) Adventure Children Comedy Musical,0.296,positive
108,Catwalk (1996),Documentary,Documentary,Catwalk (1996) Documentary,0.0,neutral
110,Braveheart (1995),Action|Drama|War,Action Drama War,Braveheart (1995) Action Drama War,0.0,neutral
111,Taxi Driver (1976),Crime|Drama|Thriller,Crime Drama Thriller,Taxi Driver (1976) Crime Drama Thriller,0.0,neutral
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,Action Adventure Comedy Crime,Rumble in the Bronx (Hont faan kui) (1995) Action Adventure Comedy Crime,0.0,neutral
113,Before and After (1996),Drama|Mystery,Drama Mystery,Before and After (1996) Drama Mystery,0.0,neutral
116,Anne Frank Remembered (1995),Documentary,Documentary,Anne Frank Remembered (1995) Documentary,0.0,neutral
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,Crime Drama,"Young Poisoner's Handbook, The (1995) Crime Drama",0.0,neutral
118,If Lucy Fell (1996),Comedy|Romance,Comedy Romance,If Lucy Fell (1996) Comedy Romance,0.0,neutral
119,"Steal Big, Steal Little (1995)",Comedy,Comedy,"Steal Big, Steal Little (1995) Comedy",-0.7506,negative
121,"Boys of St. Vincent, The (1992)",Drama,Drama,"Boys of St. Vincent, The (1992) Drama",0.0,neutral
122,Boomerang (1992),Comedy|Romance,Comedy Romance,Boomerang (1992) Comedy Romance,0.0,neutral
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,Drama Mystery Romance,Chungking Express (Chung Hing sam lam) (1994) Drama Mystery Romance,0.0,neutral
125,Flirting With Disaster (1996),Comedy,Comedy,Flirting With Disaster (1996) Comedy,-0.5106,negative
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,Adventure Children Fantasy,"NeverEnding Story III, The (1994) Adventure Children Fantasy",0.0,neutral
128,Jupiter's Wife (1994),Documentary,Documentary,Jupiter's Wife (1994) Documentary,0.0,neutral
129,Pie in the Sky (1996),Comedy|Romance,Comedy Romance,Pie in the Sky (1996) Comedy Romance,0.0,neutral
132,Jade (1995),Thriller,Thriller,Jade (1995) Thriller,0.0,neutral
135,Down Periscope (1996),Comedy,Comedy,Down Periscope (1996) Comedy,0.0,neutral
137,Man of the Year (1995),Documentary,Documentary,Man of the Year (1995) Documentary,0.0,neutral
140,Up Close and Personal (1996),Drama|Romance,Drama Romance,Up Close and Personal (1996) Drama Romance,0.0,neutral
141,"Birdcage, The (1996)",Comedy,Comedy,"Birdcage, The (1996) Comedy",0.0,neutral
144,"Brothers McMullen, The (1995)",Comedy,Comedy,"Brothers McMullen, The (1995) Comedy",0.0,neutral
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,Action Comedy Crime Drama Thriller,Bad Boys (1995) Action Comedy Crime Drama Thriller,-0.5423,negative
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,Adventure Children,"Amazing Panda Adventure, The (1995) Adventure Children",0.7269,positive
147,"Basketball Diaries, The (1995)",Drama,Drama,"Basketball Diaries, The (1995) Drama",0.0,neutral
148,"Awfully Big Adventure, An (1995)",Drama,Drama,"Awfully Big Adventure, An (1995) Drama",0.3774,positive
149,Amateur (1994),Crime|Drama|Thriller,Crime Drama Thriller,Amateur (1994) Crime Drama Thriller,0.0,neutral
150,Apollo 13 (1995),Adventure|Drama|IMAX,Adventure Drama IMAX,Apollo 13 (1995) Adventure Drama IMAX,0.0,neutral
151,Rob Roy (1995),Action|Drama|Romance|War,Action Drama Romance War,Rob Roy (1995) Action Drama Romance War,-0.5574,negative
152,"Addiction, The (1995)",Drama|Horror,Drama Horror,"Addiction, The (1995) Drama Horror",0.0,neutral
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,Action Adventure Comedy Crime,Batman Forever (1995) Action Adventure Comedy Crime,0.0,neutral
154,Beauty of the Day (Belle de jour) (1967),Drama,Drama,Beauty of the Day (Belle de jour) (1967) Drama,0.5859,positive
155,Beyond Rangoon (1995),Adventure|Drama|War,Adventure Drama War,Beyond Rangoon (1995) Adventure Drama War,0.0,neutral
156,Blue in the Face (1995),Comedy|Drama,Comedy Drama,Blue in the Face (1995) Comedy Drama,0.0,neutral
157,Canadian Bacon (1995),Comedy|War,Comedy War,Canadian Bacon (1995) Comedy War,0.0,neutral
158,Casper (1995),Adventure|Children,Adventure Children,Casper (1995) Adventure Children,0.0,neutral
159,Clockers (1995),Crime|Drama|Mystery,Crime Drama Mystery,Clockers (1995) Crime Drama Mystery,0.0,neutral
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Action Adventure Mystery Sci-Fi,Congo (1995) Action Adventure Mystery Sci-Fi,0.0,neutral
161,Crimson Tide (1995),Drama|Thriller|War,Drama Thriller War,Crimson Tide (1995) Drama Thriller War,0.0,neutral
162,Crumb (1994),Documentary,Documentary,Crumb (1994) Documentary,0.0,neutral
163,Desperado (1995),Action|Romance|Western,Action Romance Western,Desperado (1995) Action Romance Western,0.0,neutral
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,Crime Film-Noir Mystery Thriller,Devil in a Blue Dress (1995) Crime Film-Noir Mystery Thriller,-0.6597,negative
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,Action Crime Thriller,Die Hard: With a Vengeance (1995) Action Crime Thriller,-0.6486,negative
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,Comedy Crime Drama,"Doom Generation, The (1995) Comedy Crime Drama",-0.4019,negative
168,First Knight (1995),Action|Drama|Romance,Action Drama Romance,First Knight (1995) Action Drama Romance,0.0,neutral
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,Adventure Children Drama,Free Willy 2: The Adventure Home (1995) Adventure Children Drama,0.6808,positive
170,Hackers (1995),Action|Adventure|Crime|Thriller,Action Adventure Crime Thriller,Hackers (1995) Action Adventure Crime Thriller,0.0,neutral
171,Jeffrey (1995),Comedy|Drama,Comedy Drama,Jeffrey (1995) Comedy Drama,0.0,neutral
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,Johnny Mnemonic (1995) Action Sci-Fi Thriller,0.0,neutral
173,Judge Dredd (1995),Action|Crime|Sci-Fi,Action Crime Sci-Fi,Judge Dredd (1995) Action Crime Sci-Fi,0.0,neutral
174,Jury Duty (1995),Comedy,Comedy,Jury Duty (1995) Comedy,0.0,neutral
175,Kids (1995),Drama,Drama,Kids (1995) Drama,0.0,neutral
176,Living in Oblivion (1995),Comedy,Comedy,Living in Oblivion (1995) Comedy,0.0,neutral
177,Lord of Illusions (1995),Horror,Horror,Lord of Illusions (1995) Horror,0.0,neutral
178,Love & Human Remains (1993),Comedy|Drama,Comedy Drama,Love & Human Remains (1993) Comedy Drama,0.6369,positive
179,Mad Love (1995),Drama|Romance,Drama Romance,Mad Love (1995) Drama Romance,0.25,positive
180,Mallrats (1995),Comedy|Romance,Comedy Romance,Mallrats (1995) Comedy Romance,0.0,neutral
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,Action Children,Mighty Morphin Power Rangers: The Movie (1995) Action Children,0.0,neutral
183,Mute Witness (1994),Comedy|Horror|Thriller,Comedy Horror Thriller,Mute Witness (1994) Comedy Horror Thriller,0.0,neutral
184,Nadja (1994),Drama,Drama,Nadja (1994) Drama,0.0,neutral
185,"Net, The (1995)",Action|Crime|Thriller,Action Crime Thriller,"Net, The (1995) Action Crime Thriller",0.0,neutral
186,Nine Months (1995),Comedy|Romance,Comedy Romance,Nine Months (1995) Comedy Romance,0.0,neutral
187,Party Girl (1995),Comedy,Comedy,Party Girl (1995) Comedy,0.4019,positive
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,Fantasy Horror Mystery,"Prophecy, The (1995) Fantasy Horror Mystery",0.0,neutral
189,Reckless (1995),Comedy|Fantasy,Comedy Fantasy,Reckless (1995) Comedy Fantasy,-0.4019,negative
190,Safe (1995),Thriller,Thriller,Safe (1995) Thriller,0.4404,positive
191,"Scarlet Letter, The (1995)",Drama|Romance,Drama Romance,"Scarlet Letter, The (1995) Drama Romance",0.0,neutral
193,Showgirls (1995),Drama,Drama,Showgirls (1995) Drama,0.0,neutral
194,Smoke (1995),Comedy|Drama,Comedy Drama,Smoke (1995) Comedy Drama,0.0,neutral
195,Something to Talk About (1995),Comedy|Drama|Romance,Comedy Drama Romance,Something to Talk About (1995) Comedy Drama Romance,0.0,neutral
196,Species (1995),Horror|Sci-Fi,Horror Sci-Fi,Species (1995) Horror Sci-Fi,0.0,neutral
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Action Crime Drama Mystery Sci-Fi Thriller,Strange Days (1995) Action Crime Drama Mystery Sci-Fi Thriller,-0.2023,negative
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,Drama Musical Romance,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964) Drama Musical Romance",0.0,neutral
201,Three Wishes (1995),Drama|Fantasy,Drama Fantasy,Three Wishes (1995) Drama Fantasy,0.1531,positive
202,Total Eclipse (1995),Drama|Romance,Drama Romance,Total Eclipse (1995) Drama Romance,0.0,neutral
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar (1995) Comedy",0.4926,positive
204,Under Siege 2: Dark Territory (1995),Action,Action,Under Siege 2: Dark Territory (1995) Action,0.0,neutral
205,Unstrung Heroes (1995),Comedy|Drama,Comedy Drama,Unstrung Heroes (1995) Comedy Drama,0.5106,positive
206,Unzipped (1995),Documentary,Documentary,Unzipped (1995) Documentary,0.0,neutral
207,"Walk in the Clouds, A (1995)",Drama|Romance,Drama Romance,"Walk in the Clouds, A (1995) Drama Romance",0.0,neutral
208,Waterworld (1995),Action|Adventure|Sci-Fi,Action Adventure Sci-Fi,Waterworld (1995) Action Adventure Sci-Fi,0.0,neutral
209,White Man's Burden (1995),Drama,Drama,White Man's Burden (1995) Drama,-0.4404,negative
210,Wild Bill (1995),Western,Western,Wild Bill (1995) Western,0.0,neutral
211,"Browning Version, The (1994)",Drama,Drama,"Browning Version, The (1994) Drama",0.0,neutral
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,Adventure Comedy Crime Mystery,Bushwhacked (1995) Adventure Comedy Crime Mystery,0.0,neutral
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,Drama,Burnt by the Sun (Utomlyonnye solntsem) (1994) Drama,0.0,neutral
214,Before the Rain (Pred dozhdot) (1994),Drama|War,Drama War,Before the Rain (Pred dozhdot) (1994) Drama War,0.0,neutral
215,Before Sunrise (1995),Drama|Romance,Drama Romance,Before Sunrise (1995) Drama Romance,0.0,neutral
216,Billy Madison (1995),Comedy,Comedy,Billy Madison (1995) Comedy,0.0,neutral
217,"Babysitter, The (1995)",Drama|Thriller,Drama Thriller,"Babysitter, The (1995) Drama Thriller",0.0,neutral
218,Boys on the Side (1995),Comedy|Drama,Comedy Drama,Boys on the Side (1995) Comedy Drama,0.0,neutral
219,"Cure, The (1995)",Drama,Drama,"Cure, The (1995) Drama",0.0,neutral
220,Castle Freak (1995),Horror,Horror,Castle Freak (1995) Horror,-0.4404,negative
222,Circle of Friends (1995),Drama|Romance,Drama Romance,Circle of Friends (1995) Drama Romance,0.4767,positive
223,Clerks (1994),Comedy,Comedy,Clerks (1994) Comedy,0.0,neutral
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,Comedy Drama Romance,Don Juan DeMarco (1995) Comedy Drama Romance,0.0,neutral
225,Disclosure (1994),Drama|Thriller,Drama Thriller,Disclosure (1994) Drama Thriller,0.0,neutral
227,Drop Zone (1994),Action|Thriller,Action Thriller,Drop Zone (1994) Action Thriller,-0.2732,negative
228,Destiny Turns on the Radio (1995),Comedy,Comedy,Destiny Turns on the Radio (1995) Comedy,0.0,neutral
229,Death and the Maiden (1994),Drama|Thriller,Drama Thriller,Death and the Maiden (1994) Drama Thriller,-0.5994,negative
230,Dolores Claiborne (1995),Drama|Thriller,Drama Thriller,Dolores Claiborne (1995) Drama Thriller,0.0,neutral
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,Adventure Comedy,Dumb & Dumber (Dumb and Dumber) (1994) Adventure Comedy,-0.891,negative
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,Comedy Drama Romance,Eat Drink Man Woman (Yin shi nan nu) (1994) Comedy Drama Romance,0.0,neutral
233,Exotica (1994),Drama,Drama,Exotica (1994) Drama,0.0,neutral
234,Exit to Eden (1994),Comedy,Comedy,Exit to Eden (1994) Comedy,0.0,neutral
235,Ed Wood (1994),Comedy|Drama,Comedy Drama,Ed Wood (1994) Comedy Drama,0.0,neutral
236,French Kiss (1995),Action|Comedy|Romance,Action Comedy Romance,French Kiss (1995) Action Comedy Romance,0.4215,positive
237,Forget Paris (1995),Comedy|Romance,Comedy Romance,Forget Paris (1995) Comedy Romance,-0.2263,negative
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,Adventure Children,Far From Home: The Adventures of Yellow Dog (1995) Adventure Children,0.34,positive
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,Animation Children Comedy Romance,"Goofy Movie, A (1995) Animation Children Comedy Romance",0.0,neutral
240,Hideaway (1995),Thriller,Thriller,Hideaway (1995) Thriller,0.0,neutral
241,Fluke (1995),Children|Drama,Children Drama,Fluke (1995) Children Drama,0.0,neutral
242,Farinelli: il castrato (1994),Drama|Musical,Drama Musical,Farinelli: il castrato (1994) Drama Musical,0.0,neutral
243,Gordy (1995),Children|Comedy|Fantasy,Children Comedy Fantasy,Gordy (1995) Children Comedy Fantasy,0.0,neutral
246,Hoop Dreams (1994),Documentary,Documentary,Hoop Dreams (1994) Documentary,0.4019,positive
247,Heavenly Creatures (1994),Crime|Drama,Crime Drama,Heavenly Creatures (1994) Crime Drama,0.6124,positive
248,Houseguest (1994),Comedy,Comedy,Houseguest (1994) Comedy,0.0,neutral
249,Immortal Beloved (1994),Drama|Romance,Drama Romance,Immortal Beloved (1994) Drama Romance,0.6486,positive
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,Children Comedy,Heavyweights (Heavy Weights) (1995) Children Comedy,0.0,neutral
251,"Hunted, The (1995)",Action,Action,"Hunted, The (1995) Action",0.0,neutral
252,I.Q. (1994),Comedy|Romance,Comedy Romance,I.Q. (1994) Comedy Romance,0.0,neutral
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,Drama Horror,Interview with the Vampire: The Vampire Chronicles (1994) Drama Horror,0.0,neutral
254,Jefferson in Paris (1995),Drama,Drama,Jefferson in Paris (1995) Drama,0.0,neutral
255,"Jerky Boys, The (1995)",Comedy,Comedy,"Jerky Boys, The (1995) Comedy",0.0,neutral
256,Junior (1994),Comedy|Sci-Fi,Comedy Sci-Fi,Junior (1994) Comedy Sci-Fi,0.0,neutral
257,Just Cause (1995),Mystery|Thriller,Mystery Thriller,Just Cause (1995) Mystery Thriller,0.0,neutral
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,Adventure Children Comedy Fantasy Romance,"Kid in King Arthur's Court, A (1995) Adventure Children Comedy Fantasy Romance",0.0,neutral
259,Kiss of Death (1995),Crime|Drama|Thriller,Crime Drama Thriller,Kiss of Death (1995) Crime Drama Thriller,-0.2732,negative
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,Action Adventure Sci-Fi,Star Wars: Episode IV - A New Hope (1977) Action Adventure Sci-Fi,-0.1779,negative
